Duration,Checking account,Credit amount,Purpose,Job,Sex,data_source,Saving accounts,Housing,Risk,Age,Unnamed: 0
,,,,2.0,male,kaggle,little,own,,44,479.0
24.0,,65445678765,,1.0,male,kaggle,little,own,bad,47,978.0
18.0,,,education,2.0,female,kaggle,moderate,own,bad,30,331.0
10.0,,,radio/TV,,,kaggle,,,good,,
24.0,,6313,car,3.0,male,kaggle,,own,good,41,791.0
12.0,moderate,1155,radio/TV,1.0,male,kaggle,little,own,good,40,765.0
,,6110,education,2.0,male,kaggle,little,free,good,31,36.0
15.0,,1316,radio/TV,1.0,male,kaggle,quite rich,own,good,47,726.0
24.0,little,1938,radio/TV,2.0,male,kaggle,little,own,bad,32,321.0
48.0,moderate,8358,car,2.0,female,kaggle,quite rich,own,good,30,945.0
48.0,,12749,radio/TV,3.0,male,kaggle,quite rich,own,good,37,921.0
21.0,,2288,furniture/equipment,2.0,female,kaggle,little,own,good,23,144.0
24.0,little,1358,vacation/others,3.0,male,kaggle,,own,bad,40,594.0
24.0,moderate,4241,business,1.0,male,kaggle,little,own,bad,36,597.0
24.0,,7393,car,,male,kaggle,little,own,good,43,971.0
24.0,rich,1925,furniture/equipment,2.0,male,kaggle,little,own,good,26,248.0
12.0,,1542,business,2.0,male,kaggle,little,own,good,36,365.0
48.0,little,4605,car,2.0,male,kaggle,little,free,bad,24,242.0
36.0,little,2145,business,2.0,male,kaggle,little,own,bad,24,951.0
18.0,,629,radio/TV,3.0,male,kaggle,quite rich,own,good,32,710.0
42.0,moderate,9283,car,3.0,male,kaggle,little,free,good,55,808.0
24.0,,4042,car,2.0,male,kaggle,,own,good,43,851.0
24.0,,4139,business,1.0,male,kaggle,moderate,own,good,27,670.0
11.0,,7228,car,1.0,male,kaggle,little,own,good,39,48.0
48.0,moderate,3844,business,1.0,male,kaggle,moderate,free,bad,34,191.0
21.0,,3160,radio/TV,2.0,male,kaggle,,own,good,41,742.0
30.0,moderate,4221,business,2.0,female,kaggle,little,own,good,28,658.0
18.0,moderate,1245,radio/TV,2.0,male,kaggle,little,own,bad,33,474.0
24.0,,5943,radio/TV,2.0,female,kaggle,,own,bad,44,80.0
6.0,,250,car,1.0,female,kaggle,rich,own,good,41,725.0
15.0,,3594,car,1.0,female,kaggle,little,own,good,46,908.0
27.0,,8613,car,2.0,male,kaggle,rich,own,good,27,136.0
12.0,moderate,2930,radio/TV,2.0,female,kaggle,little,own,good,27,576.0
12.0,,2759,furniture/equipment,2.0,male,kaggle,little,own,good,34,452.0
36.0,,,furniture/equipment,,,kaggle,,,bad,,
18.0,little,2600,radio/TV,2.0,male,kaggle,little,free,bad,65,624.0
24.0,moderate,6967,business,3.0,male,kaggle,moderate,rent,good,36,154.0
6.0,,2080,car,2.0,male,kaggle,quite rich,own,good,24,673.0
10.0,little,2241,car,1.0,male,kaggle,little,rent,good,48,22.0
,,,,,,kaggle,,,good,31,418.0
14.0,little,8978,car,3.0,male,kaggle,little,own,bad,45,268.0
27.0,,8613,car,2.0,male,kaggle,rich,own,good,27,136.0
42.0,moderate,5954,business,1.0,female,kaggle,little,own,good,41,73.0
12.0,moderate,2366,car,3.0,male,kaggle,quite rich,own,good,36,119.0
,,,,2.0,female,kaggle,moderate,own,,27,492.0
12.0,rich,1297,radio/TV,2.0,male,kaggle,little,rent,good,23,660.0
36.0,,9572,business,2.0,male,kaggle,2552,own,bad,28,180.0
18.0,little,3509,radio/TV,2.0,female,kaggle,little,own,good,25,777.0
10.0,,1924,radio/TV,2.0,male,kaggle,little,own,good,38,151.0
42.0,moderate,9283,car,3.0,male,kaggle,little,free,good,55,808.0
24.0,,3105,radio/TV,2.0,male,kaggle,,own,good,25,534.0
72.0,moderate,5595,radio/TV,2.0,male,kaggle,moderate,own,bad,24,677.0
8.0,,,radio/TV,,,kaggle,,,good,,
30.0,moderate,1919,radio/TV,3.0,male,kaggle,moderate,own,bad,30,935.0
18.0,rich,3049,furniture/equipment,1.0,female,kaggle,little,own,good,45,539.0
12.0,,2445,car,2.0,male,kaggle,,rent,good,26,104.0
8.0,little,3398,car,1.0,male,kaggle,little,own,good,39,325.0
15.0,,874,domestic appliances,2.0,female,kaggle,,own,good,24,873.0
36.0,,10477,car,2.0,male,kaggle,,free,good,42,902.0
30.0,,5954,radio/TV,2.0,male,kaggle,little,own,good,38,571.0
7.0,moderate,2415,radio/TV,,male,kaggle,little,own,good,34,28.0
15.0,,1829,radio/TV,2.0,male,kaggle,little,own,good,46,891.0
18.0,,6761,car,2.0,male,kaggle,,rent,bad,68,846.0
48.0,moderate,15672,business,2.0,male,kaggle,little,own,bad,23,887.0
14.0,,802,car,1.0,male,kaggle,little,own,good,27,403.0
9.0,moderate,1549,car,0.0,male,kaggle,,own,good,35,799.0
18.0,,6761,car,2.0,male,kaggle,,rent,bad,68,846.0
9.0,little,2799,car,2.0,male,kaggle,little,rent,good,36,586.0
42.0,little,3394,repairs,0.0,male,kaggle,little,own,good,65,438.0
18.0,,4594,radio/TV,2.0,male,kaggle,little,own,good,32,459.0
12.0,,1963,radio/TV,3.0,male,kaggle,little,rent,good,31,178.0
18.0,little,2462,furniture/equipment,2.0,male,kaggle,little,own,bad,22,143.0
48.0,,10127,car,2.0,male,kaggle,quite rich,free,bad,44,304.0
15.0,,1459,radio/TV,1.0,female,kaggle,little,own,good,43,345.0
24.0,moderate,1355,car,,female,kaggle,little,,bad,25,634.0
36.0,little,5179,furniture/equipment,2.0,male,kaggle,little,own,bad,29,840.0
6.0,rich,1047,education,1.0,female,kaggle,little,own,good,50,664.0
12.0,,,furniture/equipment,,,kaggle,,,good,34,452.0
12.0,little,6199,radio/TV,2.0,male,kaggle,little,rent,bad,28,353.0
36.0,moderate,9034,furniture/equipment,3.0,male,kaggle,moderate,rent,bad,29,496.0
18.0,little,4153,furniture/equipment,2.0,male,kaggle,little,own,bad,42,899.0
42.0,rich,6289,business,2.0,male,kaggle,little,own,good,33,986.0
39.0,,2569,car,2.0,male,kaggle,quite rich,own,good,24,476.0
18.0,little,2473,furniture/equipment,0.0,male,kaggle,little,own,bad,25,364.0
36.0,,5742,business,2.0,male,kaggle,moderate,own,good,31,671.0
11.0,moderate,1577,furniture/equipment,2.0,female,kaggle,rich,own,good,20,167.0
6.0,moderate,753,radio/TV,2.0,female,kaggle,little,own,good,64,976.0
24.0,,,car,,,kaggle,,,good,,
18.0,little,750,education,0.0,female,kaggle,little,own,bad,27,640.0
28.0,,2743,radio/TV,2.0,male,kaggle,little,own,good,29,426.0
15.0,,1386,radio/TV,2.0,male,kaggle,,rent,good,40,903.0
12.0,little,902,education,2.0,male,kaggle,little,rent,bad,21,203.0
9.0,moderate,3195,car,1.0,female,kaggle,,own,good,33,909.0
54.0,moderate,15945,business,2.0,male,kaggle,little,rent,bad,58,95.0
48.0,moderate,5096,furniture/equipment,3.0,female,kaggle,little,own,bad,30,444.0
24.0,,1474,car,2.0,male,kaggle,moderate,own,good,33,855.0
18.0,moderate,6361,furniture/equipment,2.0,male,kaggle,little,own,good,41,659.0
12.0,little,1893,car,2.0,female,kaggle,little,own,good,29,954.0
24.0,,6842,car,3.0,male,kaggle,,own,good,46,939.0
30.0,,5771,radio/TV,2.0,female,kaggle,little,own,good,25,753.0
8.0,moderate,760,radio/TV,1.0,female,kaggle,little,own,good,44,732.0
12.0,,2141,radio/TV,2.0,male,kaggle,moderate,own,good,35,232.0
15.0,,5324,car,2.0,female,kaggle,quite rich,free,good,35,705.0
18.0,moderate,6361,furniture/equipment,2.0,male,kaggle,little,own,good,41,
24.0,little,2996,furniture/equipment,2.0,male,kaggle,,own,bad,20,495.0
13.0,moderate,882,radio/TV,2.0,male,kaggle,little,own,good,23,346.0
36.0,little,3620,furniture/equipment,2.0,male,kaggle,little,own,good,37,460.0
36.0,,3835,radio/TV,1.0,female,kaggle,,own,good,45,211.0
,,,,2.0,male,kaggle,little,rent,,26,489.0
6.0,moderate,454,repairs,1.0,male,kaggle,little,own,good,22,964.0
18.0,,1984,furniture/equipment,2.0,male,kaggle,little,free,good,47,133.0
10.0,rich,1275,furniture/equipment,2.0,female,kaggle,little,own,good,23,604.0
36.0,,5742,business,2.0,male,kaggle,moderate,own,good,31,671.0
24.0,,717,car,2.0,male,kaggle,,own,good,54,798.0
24.0,rich,3617,furniture/equipment,,male,kaggle,,rent,good,20,93.0
18.0,little,4153,furniture/equipment,2.0,male,kaggle,little,own,bad,42,899.0
18.0,little,1553,furniture/equipment,2.0,male,kaggle,little,own,bad,44,631.0
12.0,little,1108,repairs,2.0,male,kaggle,little,own,bad,28,89.0
12.0,little,2171,car,1.0,male,kaggle,little,own,good,38,892.0
,,,,,,kaggle,,,bad,31,559.0
27.0,,5190,repairs,2.0,male,kaggle,,own,good,48,65.0
,,,,,,kaggle,,,bad,28,556.0
,,,,2.0,female,kaggle,little,rent,bad,25,707.0
24.0,moderate,1201,car,2.0,male,kaggle,little,own,good,26,481.0
48.0,little,4788,car,2.0,male,kaggle,little,own,good,26,286.0
30.0,,1867,radio/TV,2.0,male,kaggle,,own,good,58,928.0
30.0,moderate,3496,furniture/equipment,2.0,male,kaggle,rich,own,good,34,666.0
15.0,,3568,radio/TV,3.0,female,kaggle,little,rent,good,54,967.0
9.0,,936,education,2.0,male,kaggle,quite rich,own,good,52,200.0
24.0,,5150,furniture/equipment,2.0,male,kaggle,little,own,good,33,676.0
24.0,,9277,car,2.0,male,kaggle,,free,good,48,881.0
48.0,moderate,5951,radio/TV,2.0,female,kaggle,little,own,bad,22,1.0
30.0,moderate,2150,car,2.0,female,kaggle,little,own,bad,24,252.0
24.0,moderate,4351,furniture/equipment,1.0,female,kaggle,,own,good,48,317.0
9.0,moderate,918,furniture/equipment,2.0,female,kaggle,little,own,bad,30,601.0
36.0,little,3249,car,3.0,male,kaggle,little,free,good,39,392.0
18.0,little,1190,repairs,0.0,female,kaggle,little,free,bad,55,429.0
30.0,moderate,2991,radio/TV,2.0,female,kaggle,,own,good,25,912.0
12.0,,2292,business,3.0,male,kaggle,little,own,bad,42,412.0
12.0,,930,radio/TV,2.0,male,kaggle,,own,good,65,807.0
12.0,moderate,1424,domestic appliances,2.0,male,kaggle,little,own,good,26,207.0
9.0,moderate,790,radio/TV,1.0,female,kaggle,quite rich,own,good,66,723.0
6.0,,1898,radio/TV,1.0,male,kaggle,,own,good,34,159.0
36.0,rich,4473,radio/TV,2.0,male,kaggle,little,own,good,31,328.0
30.0,moderate,2503,business,2.0,male,kaggle,moderate,own,good,41,703.0
15.0,,2708,furniture/equipment,1.0,male,kaggle,little,own,good,27,132.0
10.0,rich,781,car,2.0,male,kaggle,little,free,good,63,123.0
18.0,moderate,2622,business,2.0,male,kaggle,moderate,own,good,34,97.0
9.0,moderate,918,furniture/equipment,2.0,female,kaggle,little,own,bad,30,601.0
10.0,little,1038,car,2.0,male,kaggle,little,own,good,49,303.0
36.0,moderate,14318,car,3.0,male,kaggle,little,free,bad,57,378.0
12.0,moderate,1103,radio/TV,2.0,male,kaggle,little,own,good,29,696.0
24.0,little,1755,vacation/others,1.0,female,kaggle,little,own,good,58,83.0
12.0,little,1289,furniture/equipment,1.0,male,kaggle,little,own,good,21,587.0
36.0,little,2348,furniture/equipment,2.0,male,kaggle,little,own,good,46,397.0
21.0,,2993,car,1.0,male,kaggle,little,own,good,28,841.0
15.0,,874,domestic appliances,2.0,female,kaggle,,own,good,24,873.0
18.0,little,3509,radio/TV,2.0,female,kaggle,little,own,good,25,777.0
15.0,little,950,car,2.0,353546,kaggle,little,rent,bad,33,170.0
,,7980,,2.0,male,kaggle,,rent,bad,27,645.0
12.0,moderate,,car,2.0,male,kaggle,,own,good,44,23.0
24.0,,3757,car,2.0,female,kaggle,little,free,good,62,487.0
24.0,little,3552,furniture/equipment,2.0,male,kaggle,little,own,bad,27,558.0
36.0,,6304,business,2.0,male,kaggle,,own,good,36,266.0
36.0,,,car,,,kaggle,,,bad,34,446.0
12.0,little,709,radio/TV,1.0,male,kaggle,little,own,bad,57,849.0
4.0,,3380,car,2.0,female,kaggle,little,own,good,37,734.0
15.0,,3368,car,2.0,male,kaggle,rich,rent,good,23,280.0
24.0,,,radio/TV,2.0,male,kaggle,little,own,good,,508.0
,,,,,,kaggle,,,good,49,560.0
24.0,little,6615,car,3.0,male,kaggle,little,free,good,75,330.0
36.0,moderate,7432,car,2.0,female,kaggle,little,rent,good,54,815.0
24.0,,6314,vacation/others,3.0,male,kaggle,little,own,good,27,665.0
12.0,moderate,1223,car,2.0,male,kaggle,little,rent,bad,46,398.0
48.0,moderate,3060,radio/TV,2.0,male,kaggle,little,own,bad,28,273.0
18.0,little,2659,furniture/equipment,2.0,male,kaggle,rich,own,good,28,323.0
12.0,little,759,car,2.0,male,kaggle,little,own,bad,26,510.0
12.0,,1935,furniture/equipment,2.0,male,kaggle,little,own,good,43,206.0
21.0,little,1835,radio/TV,2.0,female,kaggle,little,own,bad,25,120.0
15.0,,874,domestic appliances,2.0,female,kaggle,,own,good,24,873.0
24.0,little,4817,car,2.0,male,kaggle,little,own,bad,31,454.0
18.0,little,1553,furniture/equipment,2.0,male,kaggle,little,own,bad,44,631.0
12.0,,2748,education,1.0,female,kaggle,little,free,good,57,263.0
48.0,little,6758,radio/TV,2.0,female,kaggle,little,own,bad,31,569.0
24.0,little,2964,car,2.0,male,kaggle,,free,good,49,560.0
9.0,,3832,,1.0,male,kaggle,,own,good,64,629.0
36.0,rich,4473,radio/TV,2.0,male,kaggle,little,own,good,31,328.0
72.0,moderate,5595,radio/TV,2.0,male,kaggle,moderate,own,bad,24,677.0
12.0,,926,car,0.0,female,kaggle,little,own,good,38,697.0
18.0,,1028,car,2.0,female,kaggle,little,own,good,36,324.0
9.0,,1478,56,2.0,male,kaggle,little,own,6,22,228.0
24.0,,999,radio/TV,2.0,male,kaggle,,own,good,25,269.0
12.0,little,1082,car,2.0,male,kaggle,little,own,bad,48,835.0
18.0,moderate,3590,business,0.0,male,kaggle,little,own,good,40,950.0
18.0,moderate,1795,radio/TV,1.0,female,kaggle,little,rent,good,48,801.0
24.0,little,3123,car,2.0,female,kaggle,little,own,bad,27,500.0
24.0,,1927,education,2.0,female,kaggle,,own,good,33,577.0
12.0,,1655,radio/TV,1.0,male,kaggle,little,own,good,63,769.0
36.0,,909,car,2.0,male,kaggle,quite rich,own,good,36,164.0
30.0,,5954,radio/TV,2.0,male,kaggle,little,own,good,38,571.0
18.0,little,976,car,1.0,female,kaggle,little,own,bad,23,751.0
6.0,moderate,433,education,2.0,female,kaggle,rich,rent,bad,24,721.0
45.0,moderate,3031,radio/TV,2.0,male,kaggle,moderate,rent,bad,21,194.0
12.0,little,1228,car,1.0,female,kaggle,little,own,bad,24,722.0
15.0,,5045,car,2.0,female,kaggle,,own,good,59,760.0
6.0,,1750,radio/TV,1.0,male,kaggle,quite rich,own,good,45,551.0
48.0,little,7763,car,3.0,male,kaggle,little,free,bad,42,538.0
24.0,,5804,car,2.0,male,kaggle,rich,own,good,27,860.0
9.0,moderate,790,radio/TV,1.0,female,kaggle,quite rich,own,good,66,723.0
12.0,moderate,2762,furniture/equipment,2.0,female,kaggle,,own,bad,25,424.0
36.0,,4454,radio/TV,2.0,female,kaggle,little,own,good,34,910.0
30.0,,3077,radio/TV,2.0,male,kaggle,,own,good,40,716.0
,little,8072,business,2.0,male,kaggle,,own,good,25,17.0
36.0,,7855,car,2.0,female,kaggle,little,own,bad,25,113.0
9.0,moderate,1919,furniture/equipment,2.0,male,kaggle,little,rent,good,35,103.0
9.0,,1236,domestic appliances,2.0,female,kaggle,little,rent,good,23,350.0
9.0,moderate,276,car,1.0,male,kaggle,little,rent,good,22,309.0
36.0,,5742,business,2.0,male,kaggle,moderate,own,good,31,671.0
7.0,moderate,2576,radio/TV,2.0,male,kaggle,little,own,good,35,447.0
18.0,little,3190,radio/TV,2.0,female,kaggle,little,own,,24,521.0
24.0,little,3234,furniture/equipment,1.0,female,kaggle,little,rent,bad,23,570.0
24.0,,3868,car,3.0,female,kaggle,little,rent,good,41,121.0
15.0,,2186,furniture/equipment,1.0,female,kaggle,,rent,good,33,898.0
,,1213,radio/TV,2.0,male,kaggle,quite rich,own,good,47,81.0
24.0,little,1282,radio/TV,1.0,female,kaggle,moderate,own,bad,32,15.0
24.0,little,2812,car,2.0,female,kaggle,,rent,good,26,770.0
10.0,rich,1347,radio/TV,2.0,male,kaggle,,own,good,27,686.0
12.0,little,1274,car,1.0,female,kaggle,little,own,bad,37,747.0
12.0,moderate,1318,car,,male,kaggle,rich,own,good,54,94.0
18.0,,2169,business,2.0,male,kaggle,little,own,bad,28,861.0
18.0,little,5302,car,3.0,male,kaggle,little,free,good,36,262.0
12.0,,1264,business,1.0,male,kaggle,,rent,good,57,33.0
12.0,rich,1424,furniture/equipment,3.0,female,kaggle,,own,good,55,448.0
48.0,,,car,1.0,female,kaggle,moderate,rent,bad,24,333.0
18.0,little,1216,car,2.0,female,kaggle,little,rent,bad,23,831.0
48.0,moderate,6560,car,2.0,male,kaggle,moderate,own,bad,24,706.0
12.0,little,1409,car,2.0,male,kaggle,little,own,good,54,91.0
36.0,little,3446,furniture/equipment,2.0,male,kaggle,little,own,bad,42,368.0
24.0,rich,1377,radio/TV,2.0,female,kaggle,moderate,free,good,47,702.0
,,,,1.0,male,kaggle,moderate,own,,39,478.0
12.0,,776,radio/TV,2.0,male,kaggle,little,own,good,28,358.0
36.0,,12612,education,2.0,male,kaggle,moderate,free,bad,47,87.0
36.0,,7855,car,2.0,female,kaggle,little,own,bad,25,113.0
24.0,moderate,3878,car,2.0,male,kaggle,moderate,own,good,37,284.0
24.0,,2022,car,2.0,female,kaggle,little,own,good,37,546.0
18.0,moderate,1941,business,1.0,male,kaggle,rich,own,good,35,785.0
36.0,moderate,3711,education,2.0,male,kaggle,,own,good,27,907.0
18.0,,1800,radio/TV,2.0,male,kaggle,little,own,good,24,698.0
36.0,moderate,2384,repairs,1.0,male,kaggle,little,rent,bad,33,583.0
9.0,moderate,1154,radio/TV,1.0,male,kaggle,little,own,good,37,957.0
30.0,,4272,business,1.0,male,kaggle,moderate,own,good,26,384.0
15.0,,1829,radio/TV,2.0,male,kaggle,little,own,good,46,891.0
12.0,moderate,1410,education,1.0,male,kaggle,little,own,good,31,782.0
24.0,,,furniture/equipment,1.0,male,kaggle,little,own,good,30,984.0
12.0,,717,radio/TV,2.0,male,kaggle,little,own,good,52,246.0
12.0,,640,car,1.0,male,kaggle,little,own,good,49,619.0
36.0,,10875,car,2.0,male,kaggle,little,own,good,45,854.0
12.0,little,1107,radio/TV,3.0,male,kaggle,little,rent,good,20,905.0
30.0,moderate,3496,furniture/equipment,2.0,male,kaggle,rich,own,good,34,666.0
18.0,,1098,radio/TV,0.0,female,kaggle,little,own,good,65,883.0
33.0,,7253,,3.0,male,kaggle,little,own,,35,411.0
15.0,,3812,car,2.0,female,kaggle,moderate,own,good,23,258.0
18.0,,3780,furniture/equipment,3.0,male,kaggle,little,own,good,35,824.0
36.0,,8947,car,3.0,male,kaggle,,own,good,31,895.0
18.0,moderate,5866,car,2.0,,kaggle,moderate,own,good,30,32.0
36.0,,10477,car,2.0,male,kaggle,,free,good,42,902.0
24.0,,6314,vacation/others,3.0,male,kaggle,little,own,good,27,665.0
24.0,little,1382,business,2.0,male,kaggle,moderate,own,good,26,872.0
39.0,little,14179,furniture/equipment,3.0,male,kaggle,,own,good,30,744.0
24.0,moderate,1216,,2.0,male,kaggle,moderate,own,,38,503.0
24.0,little,3123,car,2.0,female,kaggle,little,own,bad,27,500.0
12.0,,797,radio/TV,1.0,female,kaggle,,own,bad,33,92.0
6.0,little,1957,radio/TV,2.0,female,kaggle,little,own,good,31,393.0
15.0,,1471,radio/TV,2.0,male,kaggle,little,free,good,35,852.0
24.0,,5804,car,2.0,male,kaggle,rich,own,good,27,860.0
18.0,,1098,radio/TV,0.0,female,kaggle,little,own,good,65,883.0
,,,,,,kaggle,,,good,23,565.0
12.0,rich,3016,radio/TV,2.0,male,kaggle,little,own,good,24,821.0
14.0,little,3973,car,2.0,male,kaggle,little,free,good,22,655.0
30.0,little,2406,furniture/equipment,2.0,female,kaggle,little,rent,bad,23,359.0
24.0,moderate,6403,radio/TV,2.0,male,kaggle,little,own,good,33,730.0
36.0,,2671,radio/TV,2.0,female,kaggle,moderate,free,bad,50,607.0
30.0,,4272,business,1.0,male,kaggle,moderate,own,good,26,384.0
24.0,,5150,furniture/equipment,2.0,male,kaggle,little,own,good,33,676.0
30.0,,1867,radio/TV,2.0,male,kaggle,,own,good,58,928.0
24.0,moderate,3092,radio/TV,2.0,male,kaggle,moderate,rent,bad,22,470.0
48.0,,7629,business,3.0,male,kaggle,,own,good,46,294.0
15.0,,3594,car,1.0,female,kaggle,little,own,good,46,908.0
36.0,moderate,4795,radio/TV,3.0,female,kaggle,little,own,good,30,141.0
14.0,moderate,1410,business,2.0,male,kaggle,quite rich,own,good,35,109.0
12.0,,1185,business,2.0,female,kaggle,little,own,good,27,243.0
24.0,moderate,1355,car,1.0,female,kaggle,little,own,bad,25,634.0
15.0,,3812,car,2.0,female,kaggle,moderate,own,good,23,258.0
24.0,,3235,radio/TV,3.0,male,kaggle,quite rich,own,good,26,408.0
13.0,moderate,882,radio/TV,2.0,male,kaggle,little,own,good,23,346.0
15.0,moderate,802,radio/TV,2.0,male,kaggle,little,own,bad,37,265.0
12.0,,1185,business,2.0,female,kaggle,little,own,good,27,243.0
36.0,little,2746,furniture/equipment,2.0,male,kaggle,little,own,bad,31,315.0
24.0,moderate,7758,car,2.0,female,kaggle,rich,rent,good,29,153.0
33.0,,2764,business,2.0,female,kaggle,little,own,good,26,468.0
9.0,moderate,2118,radio/TV,1.0,male,kaggle,little,own,good,37,709.0
48.0,moderate,15672,business,2.0,male,kaggle,little,own,bad,23,887.0
6.0,,1236,car,2.0,male,kaggle,quite rich,rent,good,50,695.0
30.0,,,business,,,kaggle,,,bad,,
10.0,,1364,car,2.0,female,kaggle,little,own,good,64,219.0
24.0,little,1199,car,1.0,male,kaggle,little,own,bad,60,13.0
30.0,moderate,3832,furniture/equipment,2.0,male,kaggle,little,own,good,22,79.0
9.0,moderate,1082,radio/TV,1.0,male,kaggle,little,own,good,27,574.0
24.0,,5150,furniture/equipment,2.0,male,kaggle,little,own,good,33,676.0
18.0,,4165,business,2.0,male,kaggle,little,own,bad,36,827.0
6.0,rich,1343,car,2.0,male,kaggle,little,own,good,46,871.0
45.0,moderate,4746,radio/TV,1.0,male,kaggle,little,own,bad,25,35.0
48.0,moderate,8358,car,2.0,female,kaggle,quite rich,own,good,30,
12.0,,1592,furniture/equipment,2.0,female,kaggle,rich,own,good,35,897.0
18.0,,1505,radio/TV,3.0,male,kaggle,little,free,good,32,717.0
18.0,moderate,2899,car,2.0,male,kaggle,,own,good,43,404.0
20.0,moderate,6468,car,3.0,male,kaggle,,own,good,60,784.0
12.0,,797,radio/TV,1.0,,kaggle,,own,bad,,92.0
6.0,,426,radio/TV,1.0,male,kaggle,little,own,good,39,26.0
30.0,little,2406,furniture/equipment,2.0,female,kaggle,little,rent,bad,23,359.0
18.0,little,2389,radio/TV,2.0,female,kaggle,little,own,good,27,866.0
12.0,,804,radio/TV,2.0,male,kaggle,little,own,good,38,997.0
48.0,moderate,6681,business,2.0,male,kaggle,,free,good,38,829.0
36.0,,10974,furniture/equipment,3.0,female,kaggle,little,own,bad,26,953.0
48.0,little,6758,radio/TV,2.0,female,kaggle,little,own,bad,31,569.0
24.0,,3235,,,male,kaggle,,own,,26,408.0
6.0,little,1203,car,2.0,,kaggle,moderate,own,,43,518.0
30.0,,2831,radio/TV,2.0,female,kaggle,little,own,good,33,974.0
36.0,little,2145,business,2.0,male,kaggle,little,own,bad,24,
